timestamp,open,high,low,close,volume,price_change,volume_change
2025-11-27 12:00:00,91371.87,91457.36,90438.43,90958.3,2921.51001,,
2025-11-27 16:00:00,90958.29,91843.59,90850.77,91528.21,2279.61546,0.6265618420748797,-21.97132810782325
2025-11-27 20:00:00,91528.22,91600.0,91114.52,91333.95,1090.79164,-0.21224057588365985,-52.150191155485494
2025-11-28 00:00:00,91333.94,91417.99,90652.55,91208.85,1930.05393,-0.13696987812307215,76.94066027128703
2025-11-28 04:00:00,91208.85,91707.79,90867.43,90910.87,1873.92377,-0.32670075327121406,-2.9082171812680913
2025-11-28 08:00:00,90910.87,92030.0,90907.98,91437.64,3175.31997,0.5794356604441386,69.4476595491395
2025-11-28 12:00:00,91437.64,93092.0,91380.94,92362.49,5046.613,1.01145436387029,58.93242406055854
2025-11-28 16:00:00,92362.5,92376.0,90180.63,91157.44,5779.19663,-1.3046963112406385,14.51634254499008
2025-11-28 20:00:00,91157.44,91247.16,90705.57,90890.7,1025.75282,-0.2926146236664873,-82.25094445350271
2025-11-29 00:00:00,90890.71,91119.99,90546.36,90680.26,940.81817,-0.23153083868866497,-8.280225834524146
2025-11-29 04:00:00,90680.26,90931.56,90311.92,90567.67,1229.54953,-0.1241615319585554,30.689390278251103
2025-11-29 08:00:00,90567.66,90738.17,90376.37,90673.19,957.44805,0.11650956682445202,-22.130176406964264
2025-11-29 12:00:00,90673.2,91110.36,90530.93,91063.5,1148.02698,0.43045799976817456,19.904884656666244
2025-11-29 16:00:00,91063.5,91165.65,90155.47,90640.78,2192.51887,-0.4642035502698705,90.98147588831054
2025-11-29 20:00:00,90640.77,91051.87,90400.21,90802.44,961.52131,0.17835239281922544,-56.14535759959046
2025-11-30 00:00:00,90802.44,91055.5,90471.0,90909.35,1115.17062,0.11773912683403776,15.979813281517409
2025-11-30 04:00:00,90909.35,91037.72,90670.4,90968.16,549.91781,0.06469081563116319,-50.68756294888759
2025-11-30 08:00:00,90968.16,91632.0,90927.16,91048.78,2515.69204,0.08862441539985166,357.46691491952214
2025-11-30 12:00:00,91048.79,92000.01,91009.0,91435.31,2629.14986,0.42453067465593186,4.51000433264479
2025-11-30 16:00:00,91435.31,91850.0,91159.42,91460.79,1049.01646,0.027866696137412994,-60.10054520056913
2025-11-30 20:00:00,91460.79,91626.75,90336.9,90360.0,1828.79496,-1.203564937499435,74.33424829196673
2025-12-01 00:00:00,90360.01,90417.0,86161.61,86346.13,10249.65966,-4.44208720672864,460.4597499546915
2025-12-01 04:00:00,86346.13,86578.06,85604.0,86550.3,4937.16707,0.2364552991546809,-51.83091698871101
2025-12-01 08:00:00,86550.3,86938.01,86131.01,86149.15,3005.76787,-0.46348770599293765,-39.119583611741135
2025-12-01 12:00:00,86146.59,86674.0,83822.76,84677.87,8124.37241,-1.7078288062041258,170.29274253304197
2025-12-01 16:00:00,84677.87,85555.0,84030.95,85024.5,4598.10295,0.40935134528066186,-43.40359208127437
2025-12-01 20:00:00,85024.5,86860.0,85007.69,86286.01,3593.94231,1.4837017565525246,-21.838585410533284
2025-12-02 00:00:00,86286.01,87350.0,86184.39,86976.99,3245.81604,0.8008018912915471,-9.686473514929617
2025-12-02 04:00:00,86977.0,87288.48,86818.14,87012.65,1733.23534,0.040999349368142646,-46.60093737166942
2025-12-02 08:00:00,87012.64,87628.78,86296.21,87368.92,3361.03567,0.40944621270586623,93.91686705395703
