timestamp,open,high,low,close,volume,price_change,volume_change
2025-12-26 14:00:00,2984.57,2985.16,2910.0,2917.37,39179.9067,,
2025-12-26 15:00:00,2917.34,2929.36,2894.49,2923.19,46470.8007,0.19949475040876852,18.608757942754362
2025-12-26 16:00:00,2923.2,2929.99,2906.98,2910.03,12731.4517,-0.4501931109507029,-72.60333046079836
2025-12-26 17:00:00,2910.04,2935.12,2907.75,2922.49,9371.5303,0.4281742799902233,-26.390717093165417
2025-12-26 18:00:00,2922.49,2928.69,2920.0,2923.48,4151.6204,0.03387522284079569,-55.699653449341135
2025-12-26 19:00:00,2923.49,2930.16,2918.58,2925.99,3068.9547,0.08585658188184908,-26.078147703484646
2025-12-26 20:00:00,2925.99,2938.83,2922.56,2931.53,4281.5785,0.18933762589756764,39.51260016969296
2025-12-26 21:00:00,2931.54,2935.44,2924.59,2924.96,3982.1142,-0.22411505254935626,-6.99424990105868
2025-12-26 22:00:00,2924.96,2931.62,2921.49,2931.5,2147.6527,0.223592801269068,-46.06752613975762
2025-12-26 23:00:00,2931.5,2934.06,2926.06,2927.99,3010.3913,-0.11973392461197552,40.17123438999237
2025-12-27 00:00:00,2928.0,2931.32,2923.37,2927.45,4047.7887,-0.018442685938135917,34.460550028828486
2025-12-27 01:00:00,2927.45,2928.89,2921.33,2927.76,3247.0622,0.010589420827011864,-19.78182556811823
2025-12-27 02:00:00,2927.76,2930.0,2924.0,2928.04,1948.9268,0.009563625433761658,-39.978766036573
2025-12-27 03:00:00,2928.04,2933.7,2925.41,2933.4,3260.6285,0.18305760850261255,67.30379509379212
2025-12-27 04:00:00,2933.39,2934.0,2928.23,2930.6,2191.8644,-0.09545237608237223,-32.77785555760185
2025-12-27 05:00:00,2930.6,2931.88,2928.71,2931.31,1886.7576,0.024227120726139084,-13.919966946860395
2025-12-27 06:00:00,2931.31,2931.32,2928.11,2929.99,1427.9543,-0.04503106119789768,-24.317024084068873
2025-12-27 07:00:00,2930.0,2938.0,2929.99,2933.27,4073.0459,0.1119457745589747,185.2364322863834
2025-12-27 08:00:00,2933.27,2937.13,2933.27,2934.46,2780.0083,0.04056905774101338,-31.74620742673192
2025-12-27 09:00:00,2934.46,2940.79,2931.96,2934.9,6323.4524,0.01499424084840939,127.46163743467962
2025-12-27 10:00:00,2934.9,2935.08,2917.25,2926.85,9424.8422,-0.2742853248833055,49.04583135630149
2025-12-27 11:00:00,2926.85,2933.5,2923.24,2930.88,4463.7836,0.13769069135760592,-52.638107829540104
2025-12-27 12:00:00,2930.88,2933.85,2929.02,2931.96,3313.4376,0.036849000982641655,-25.7706489176581
2025-12-27 13:00:00,2931.96,2932.67,2925.25,2929.79,2162.9262,-0.07401192376430554,-34.72259142589558
